"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.130697301E1,1.330409408E0,8.616554260E0,2.538784742E0,9.080772240E0
3.130933650E1,1.289731383E0,8.475378036E0,2.603390932E0,8.959524778E0
3.131169999E1,1.318445325E0,8.360522270E0,2.648854733E0,8.868656161E0
3.131406353E1,1.418943882E0,8.185846329E0,2.696711063E0,8.734628350E0
3.131642702E1,1.354337573E0,8.173882484E0,2.732603550E0,8.724317010E0
3.131879051E1,1.277767301E0,8.097311974E0,2.778067112E0,8.655449575E0
3.132115405E1,1.246660590E0,7.984848976E0,2.837887764E0,8.565371140E0
3.132351754E1,1.191625714E0,7.884350777E0,2.890529871E0,8.481634391E0
3.132588103E1,1.134197950E0,7.802994728E0,3.007778168E0,8.439186052E0
3.132824452E1,1.057627559E0,7.774280548E0,3.067598581E0,8.424261104E0
3.133060806E1,8.973084688E-1,7.755138397E0,3.146561861E0,8.417136425E0
3.133297155E1,6.556333899E-1,7.735995770E0,3.172882795E0,8.387053769E0
3.133533504E1,4.881358147E-1,7.661818027E0,3.151347399E0,8.298959121E0
3.133769853E1,5.838487148E-1,7.499105930E0,3.206382275E0,8.176695932E0
3.134006207E1,6.221339107E-1,7.420143127E0,3.259024382E0,8.128149516E0
3.134242556E1,7.106683254E-1,7.302894592E0,3.270988464E0,8.033472750E0
3.134478905E1,8.303094506E-1,7.211967468E0,3.275774240E0,7.964457635E0
3.134715254E1,1.055234790E0,7.085147858E0,3.314059258E0,7.892770704E0
3.134951608E1,1.409372568E0,6.943971157E0,3.364308596E0,7.843700580E0
3.135187957E1,1.768295884E0,6.805187702E0,3.440878868E0,7.827968918E0
3.135424306E1,2.177468538E0,6.671189308E0,3.507878065E0,7.845466496E0
3.135660660E1,2.543570518E0,6.544369698E0,3.471985579E0,7.832828964E0
3.135897009E1,2.842673302E0,6.434299946E0,3.416950703E0,7.820265942E0
3.136133358E1,3.304488182E0,6.336194515E0,3.445664644E0,7.933448678E0
3.136369707E1,3.732803345E0,6.259624004E0,3.486342669E0,8.079065459E0
3.136606061E1,3.960121393E0,6.240481377E0,3.507878065E0,8.181159929E0
3.136842410E1,4.110869408E0,6.257231236E0,3.555734396E0,8.288271057E0
3.137078759E1,4.390829563E0,6.269195557E0,3.603590965E0,8.459791075E0
3.137315108E1,4.584648132E0,6.266802311E0,3.570091486E0,8.546189965E0
3.137551462E1,4.761716843E0,6.242874146E0,3.522234917E0,8.605438030E0
3.137787811E1,4.931607246E0,6.276373863E0,3.476771355E0,8.706409016E0
3.138024160E1,5.058426857E0,6.283552170E0,3.460021496E0,8.777383374E0
3.138260509E1,5.158925533E0,6.336194515E0,3.469592810E0,8.876933472E0
3.138496864E1,5.156532764E0,6.407979012E0,3.481556892E0,8.931587964E0
3.138733212E1,5.118247509E0,6.496513367E0,3.460021496E0,8.965092985E0
3.138969561E1,5.067998409E0,6.597012043E0,3.440878868E0,9.002489831E0
3.139205910E1,4.996213913E0,6.721438885E0,3.407379389E0,9.041577763E0
3.139442265E1,4.795216560E0,6.886543751E0,3.385843992E0,9.048896410E0
3.139678614E1,4.450650215E0,7.166503906E0,3.357130051E0,9.079503717E0
3.139914963E1,4.036691666E0,7.508677483E0,3.273381472E0,9.131820377E0
3.140151317E1,3.622733593E0,7.939385414E0,3.192025423E0,9.292312185E0
3.140387666E1,3.237488985E0,8.458627701E0,3.165704250E0,9.594342130E0
3.140624015E1,3.101098061E0,8.946763992E0,2.593819857E0,9.817805079E0
3.140860364E1,3.120240688E0,9.427721024E0,1.505085468E0,1.004405834E1
3.141096718E1,3.002992392E0,9.927821159E0,3.110669553E-1,1.037672197E1
3.141333067E1,2.734996319E0,1.046859932E1,-8.207381964E-1,1.085105468E1
3.141569416E1,2.431107759E0,1.102851963E1,-1.588834286E0,1.140451334E1
3.141805765E1,2.502892494E0,1.154776192E1,-1.849651933E0,1.195978630E1
3.142042119E1,3.148954630E0,1.192582798E1,-1.555334687E0,1.243223046E1
3.142278468E1,4.232903481E0,1.212203979E1,-7.776673436E-1,1.286336220E1
3.142514817E1,5.505885124E0,1.221296692E1,3.661018610E-1,1.340169253E1
3.142751171E1,6.683153629E0,1.219861031E1,1.533799291E0,1.399368344E1
3.142987520E1,7.551748276E0,1.205743313E1,2.481357098E0,1.444187414E1
3.143223869E1,7.944170952E0,1.187797165E1,3.067598581E0,1.461527364E1
3.143460218E1,7.810173035E0,1.162672520E1,3.213560820E0,1.437033454E1
3.143696572E1,7.156932354E0,1.134437180E1,2.868994236E0,1.371668984E1
3.143932921E1,6.171089649E0,1.101416302E1,2.225325108E0,1.281975843E1
3.144169270E1,5.192425251E0,1.065763187E1,1.450050473E0,1.194357750E1
3.144405619E1,4.438685894E0,1.034895802E1,7.609176040E-1,1.128635725E1
3.144641973E1,4.046263218E0,1.009531879E1,2.560320199E-1,1.087902845E1
3.144878322E1,3.998406649E0,9.870393753E0,-4.546362907E-2,1.064960072E1
3.145114671E1,4.161118507E0,9.690931320E0,-1.579262912E-1,1.054770107E1
3.145351020E1,4.462614059E0,9.554540634E0,-1.483550072E-1,1.054638233E1
3.145587374E1,4.759324074E0,9.444471359E0,-5.024927482E-2,1.057599782E1
3.145823723E1,5.048855782E0,9.339186668E0,4.785645287E-3,1.061656137E1
3.146060072E1,5.257031441E0,9.217152596E0,-7.178467698E-3,1.061095345E1
3.146296421E1,5.355136871E0,9.078369141E0,-2.392822690E-2,1.054015416E1
3.146532775E1,5.156532764E0,9.085547447E0,1.914258115E-2,1.044688322E1
3.146769124E1,4.953142643E0,9.085547447E0,9.332008660E-2,1.034840582E1
3.147005473E1,4.821537495E0,9.040083885E0,2.153540403E-1,1.024776648E1
3.147241827E1,4.709074974E0,8.997013092E0,3.828516304E-1,1.016209659E1
3.147478176E1,4.610969067E0,8.941978455E0,5.934200287E-1,1.007830153E1
3.147714525E1,4.529613495E0,8.922835350E0,8.757730722E-1,1.004496728E1
3.147950874E1,4.476971149E0,8.891729355E0,1.186840057E0,1.002570251E1
3.148187228E1,4.476971149E0,8.803194046E0,1.507478237E0,9.990594913E0
3.148423577E1,4.505684853E0,8.740981102E0,1.787438512E0,9.995042924E0
3.148659926E1,4.369294167E0,8.863015175E0,2.139183521E0,1.011038454E1
3.148896275E1,4.266402721E0,8.961120605E0,2.490928411E0,1.023272198E1
3.149132629E1,4.307080746E0,8.932407379E0,2.723032236E0,1.028366426E1
3.149368978E1,4.551148891E0,8.757730484E0,2.794816732E0,1.025776779E1
3.149605327E1,4.488935471E0,8.898907661E0,2.763710260E0,1.034307467E1
3.149841676E1,4.335794449E0,9.073583603E0,2.603390932E0,1.038781388E1
3.150078030E1,4.457828522E0,9.092725754E0,2.667997360E0,1.047225414E1
3.150314379E1,4.622933388E0,9.116654396E0,2.553141832E0,1.053581671E1
3.150550728E1,4.711467743E0,9.250652313E0,2.522035122E0,1.068331211E1
3.150787082E1,4.838287354E0,9.348757744E0,2.510071039E0,1.082167974E1
3.151023431E1,4.991427898E0,9.408578873E0,2.486142635E0,1.093693806E1
3.151259780E1,5.130211830E0,9.516255379E0,2.462214470E0,1.108786228E1
3.151496129E1,5.199603558E0,9.604789734E0,2.407179594E0,1.118402327E1
3.151732483E1,5.151747227E0,9.765109062E0,2.376072884E0,1.129351924E1
3.151968832E1,5.113461971E0,9.913464546E0,2.438286304E0,1.141794696E1
3.152205181E1,5.120640278E0,1.000199890E1,2.548356056E0,1.152193810E1
3.152441530E1,5.173282623E0,1.004267693E1,2.713460922E0,1.161813596E1
3.152677884E1,5.233103275E0,1.005942631E1,2.873780012E0,1.169769375E1
3.152914233E1,5.316852093E0,9.999606133E0,2.991028309E0,1.171355152E1
3.153150582E1,5.472385406E0,9.872786522E0,3.065205812E0,1.169676889E1
3.153386931E1,5.503491879E0,9.791430473E0,3.081955671E0,1.164727369E1
3.153623285E1,5.266602516E0,9.927821159E0,3.089133978E0,1.165510548E1
3.153859634E1,5.032105923E0,1.002114105E1,3.074777126E0,1.162753681E1
3.154095983E1,4.869394302E0,1.003310490E1,2.988635540E0,1.154582769E1
3.154332338E1,4.733003139E0,1.010728264E1,2.921636343E0,1.153665636E1
3.154568686E1,4.704289436E0,1.017428207E1,2.830709219E0,1.156111022E1
3.154805035E1,4.778466702E0,1.020299530E1,2.711068153E0,1.158812960E1
3.155041384E1,4.996213913E0,1.016231823E1,2.593819857E0,1.161734766E1
3.155277739E1,5.173282623E0,1.019820976E1,2.500499725E0,1.170550445E1
3.155514088E1,5.307280540E0,1.026999474E1,2.440679073E0,1.181511460E1
3.155750436E1,5.438885689E0,1.030588722E1,2.342573404E0,1.188614484E1
3.155986785E1,5.620740414E0,1.034656525E1,2.304288149E0,1.199807814E1
3.156223140E1,5.706882000E0,1.039442158E1,2.218146563E0,1.206369248E1
3.156459488E1,5.809773445E0,1.038245773E1,2.210968018E0,1.210112704E1
3.156695838E1,5.893522263E0,1.038485050E1,2.254039049E0,1.215151911E1
3.156932192E1,5.788238049E0,1.044945621E1,2.316252232E0,1.216798501E1
3.157168541E1,5.673382282E0,1.045902824E1,2.438286304E0,1.214593670E1
3.157404890E1,5.606383324E0,1.036570740E1,2.569891453E0,1.206166514E1
3.157641238E1,5.309673309E0,1.037049294E1,2.651247501E0,1.194859271E1
3.157877593E1,5.024927616E0,1.030110168E1,2.799602509E0,1.179832054E1
3.158113942E1,4.742574692E0,1.022453117E1,2.976671457E0,1.165734212E1
3.158350291E1,4.484149456E0,1.019342422E1,3.180061340E0,1.158129025E1
3.158586645E1,4.242474556E0,1.017428207E1,3.292523861E0,1.150457820E1
3.158822994E1,4.118047714E0,1.014796066E1,3.333201885E0,1.144769223E1
3.159059343E1,4.077369690E0,1.006899738E1,3.361915827E0,1.137154914E1
3.159295692E1,4.012763500E0,1.000917721E1,3.400201082E0,1.130695656E1
3.159532046E1,3.955335855E0,9.925428391E0,3.500699520E0,1.124338506E1
3.159768395E1,3.866801500E0,9.870393753E0,3.605983734E0,1.119731867E1
3.160004744E1,3.706482172E0,9.851250648E0,3.689732552E0,1.115344233E1
3.160241093E1,3.476771355E0,9.839286804E0,3.677768469E0,1.106460504E1
3.160477447E1,3.381058455E0,9.767501831E0,3.605983734E0,1.094708943E1
3.160713796E1,3.280559778E0,9.722038269E0,3.605983734E0,1.087580890E1
3.160950145E1,3.230310678E0,9.604789734E0,3.759124279E0,1.080823336E1
3.161186499E1,3.170490026E0,9.518648148E0,3.950550079E0,1.078255607E1
3.161422848E1,3.050848961E0,9.425328255E0,4.024727821E0,1.069312518E1
3.161659197E1,2.931207657E0,9.317651749E0,4.058227062E0,1.057732572E1
3.161895546E1,2.794816732E0,9.241081238E0,4.122833252E0,1.049792061E1
3.162131900E1,2.667997360E0,9.207581520E0,4.115654945E0,1.043246773E1
3.162368249E1,2.522035122E0,9.193224907E0,4.110869408E0,1.038148798E1
3.162604598E1,2.275574446E0,9.241081238E0,4.067798615E0,1.035001483E1
3.162840947E1,2.108076811E0,9.212367058E0,3.974478483E0,1.025222775E1
3.163077301E1,1.902294040E0,9.217152596E0,4.000799656E0,1.022648632E1
3.163313650E1,1.588834286E0,9.236295700E0,3.878765583E0,1.014289777E1
3.163549999E1,1.119840980E0,9.233902931E0,3.656233072E0,9.994350776E0
3.163786353E1,7.944171429E-1,9.243474007E0,3.414557934E0,9.885955502E0
3.164022702E1,5.120640397E-1,9.312865257E0,3.000599623E0,9.797717437E0
3.164259051E1,1.866401732E-1,9.394221306E0,2.517249346E0,9.727423748E0
3.164495400E1,-2.153540403E-2,9.492327690E0,2.194218397E0,9.742655856E0
3.164731754E1,-8.853443712E-2,9.580862045E0,2.187039852E0,9.827710781E0
3.164968103E1,-4.307080805E-2,9.576076508E0,2.304288149E0,9.849509645E0
3.165204452E1,1.579262912E-1,9.585647583E0,2.368894339E0,9.875284334E0
3.165440806E1,3.996013701E-1,9.566504478E0,2.474178553E0,9.889350267E0
3.165677155E1,5.503492355E-1,9.549755096E0,2.612962246E0,9.916061637E0
3.165913504E1,5.647061467E-1,9.621540070E0,2.502892494E0,9.957780736E0
3.166149853E1,3.924229145E-1,9.789037704E0,2.208575249E0,1.004276155E1
3.166386207E1,1.507478207E-1,9.956535339E0,1.945364833E0,1.014592358E1
3.166622556E1,-2.392822690E-2,1.006899738E1,1.663011789E0,1.020543429E1
3.166858905E1,-1.579262912E-1,1.007617569E1,1.371087432E0,1.017025752E1
3.167095259E1,-1.986042857E-1,1.012642574E1,1.060020447E0,1.018369213E1
3.167331608E1,-1.722832322E-1,1.021496010E1,8.494520187E-1,1.025166621E1
3.167567957E1,-8.853443712E-2,1.029631615E1,7.872386575E-1,1.032674727E1
3.167804306E1,3.349951655E-2,1.034177971E1,9.906286001E-1,1.038917103E1
3.168040660E1,9.092725813E-2,1.023170948E1,1.543370605E0,1.034785676E1
3.168277009E1,2.153540403E-2,1.015274620E1,1.844866276E0,1.031902373E1
3.168513358E1,-1.435693651E-1,1.004985523E1,1.875972986E0,1.022445485E1
3.168749713E1,-5.072783828E-1,1.000199890E1,1.856830359E0,1.018553545E1
3.168986061E1,-1.036092162E0,1.009771156E1,1.586441398E0,1.027395066E1
3.169222410E1,-1.076770186E0,1.042792130E1,6.652047038E-1,1.050445019E1
3.169458759E1,-1.060020447E0,1.060738277E1,2.153540403E-2,1.066023810E1
3.169695114E1,-1.318445325E0,1.065523911E1,-3.493520916E-1,1.074218159E1
3.169931463E1,-1.399801254E0,1.065045357E1,-3.876372576E-1,1.074904030E1
3.170167811E1,-1.227517962E0,1.067677498E1,-3.661018610E-1,1.075334157E1
3.170404166E1,-9.667003751E-1,1.091366386E1,-5.934200287E-1,1.097245259E1
3.170640515E1,-7.824530005E-1,1.144965649E1,-1.103091240E0,1.152925308E1
3.170876864E1,-4.570291340E-1,1.172483063E1,-1.136590719E0,1.178865418E1
3.171113213E1,-5.982056856E-1,1.108116150E1,1.483550072E-1,1.109828813E1
3.171349567E1,-1.071984529E0,1.012881851E1,1.002592683E0,1.023461320E1
3.171585916E1,-1.000199914E0,9.257830620E0,1.330409408E0,9.406264766E0
3.171822265E1,-6.867401004E-1,8.650053978E0,1.406979680E0,8.790599388E0
3.172058619E1,-5.407779217E-1,8.226524353E0,1.488335729E0,8.377546594E0
3.172294968E1,-5.718846321E-1,7.881958008E0,1.741974831E0,8.092390894E0
3.172531317E1,-5.000999570E-1,7.520641804E0,2.062613010E0,7.814379408E0
3.172767671E1,-4.402793646E-1,7.113861561E0,2.400001049E0,7.520696594E0
3.173004020E1,-2.033899277E-1,6.709474564E0,2.837887764E0,7.287799623E0
3.173240369E1,-1.459621787E-1,6.309873104E0,2.926422119E0,6.956992882E0
3.173476718E1,-5.383850932E-1,6.056233883E0,2.828316450E0,6.705758816E0
3.173713072E1,-8.685946465E-1,6.075376511E0,2.562713146E0,6.650725906E0
3.173949421E1,-1.143769264E0,6.357729912E0,2.143969059E0,6.806286880E0
3.174185770E1,-1.488335729E0,6.788437843E0,1.552941918E0,7.121071562E0
3.174422124E1,-1.435693622E0,7.353144169E0,8.590233326E-1,7.541078599E0
3.174658473E1,-1.196411371E0,7.846065521E0,5.766702294E-1,7.957681376E0
3.174894822E1,-9.571290612E-1,8.159524918E0,6.819544435E-1,8.243725176E0
3.175131176E1,-7.226324677E-1,8.322237015E0,1.450050473E0,8.478471147E0
3.175367525E1,-6.963114142E-1,8.441878319E0,1.875972986E0,8.675795859E0
3.175603874E1,-1.423729420E0,8.597412109E0,2.117648125E0,8.968106490E0
3.175840228E1,-2.292324066E0,8.511270523E0,2.014756680E0,9.041886972E0
3.176076577E1,-3.553341627E0,8.372486115E0,1.911865234E0,9.294083555E0
3.176312926E1,-4.338187218E0,8.243273735E0,1.746760488E0,9.477478695E0
3.176549275E1,-4.685146809E0,7.977670670E0,1.251446247E0,9.335949209E0
3.176785629E1,-4.443471432E0,7.618747234E0,1.057627559E0,8.883035733E0
3.177021978E1,-3.981656790E0,7.475177765E0,1.012163997E0,8.529733253E0
3.177258327E1,-4.118047714E0,7.334001541E0,9.643075466E-1,8.466155245E0
3.177494681E1,-4.053441525E0,7.185646534E0,1.349551916E0,8.359736520E0
3.177731030E1,-3.835694790E0,7.015756130E0,1.473978758E0,8.130559758E0
3.177967379E1,-5.065605640E0,6.960721016E0,1.959721804E0,8.829071702E0
3.178203733E1,-6.199803352E0,6.977470875E0,2.335394859E0,9.621680236E0
3.178440082E1,-6.630511761E0,7.020541668E0,2.411965132E0,9.953354576E0
3.178676431E1,-7.010970116E0,7.200003147E0,2.122433662E0,1.027124491E1
3.178912785E1,-7.544569969E0,7.353144169E0,1.706082582E0,1.067239350E1
3.179149134E1,-7.841279984E0,7.587640762E0,1.277767301E0,1.098592979E1
3.179385483E1,-7.781459332E0,7.807780266E0,1.019342422E0,1.107030266E1
3.179621832E1,-7.642675400E0,8.018348694E0,9.451649189E-1,1.111745204E1
3.179858186E1,-7.290930748E0,8.147561073E0,3.517449200E-1,1.093911089E1
3.180094535E1,-6.996613503E0,8.338987350E0,-2.943171859E-1,1.088934953E1
3.180330884E1,-7.324429989E0,8.580661774E0,-1.026520967E0,1.132822918E1
3.180567238E1,-7.936992645E0,8.664410591E0,-1.658226132E0,1.186665821E1
3.180803588E1,-8.726624489E0,8.729017258E0,-1.887937069E0,1.248655371E1
3.181039936E1,-9.198010445E0,8.896514893E0,-1.945364833E0,1.294356279E1
3.181276291E1,-9.011369705E0,9.126225471E0,-2.026720762E0,1.298462061E1
3.181512640E1,-8.645268440E0,9.513862610E0,-2.196611166E0,1.304144734E1
3.181748988E1,-8.252845764E0,9.994820595E0,-2.378465652E0,1.317812585E1
3.181985343E1,-8.080561638E0,1.046381378E1,-2.407179594E0,1.343805748E1
3.182221692E1,-8.178668022E0,1.093759251E1,-2.407179594E0,1.386780639E1
3.182458041E1,-8.343772888E0,1.129890823E1,-2.471785784E0,1.426161275E1
3.182694395E1,-8.563912392E0,1.164586735E1,-2.502892494E0,1.467076319E1
3.182930744E1,-8.879764557E0,1.185404301E1,-2.495713949E0,1.501989155E1
3.183167093E1,-9.087940216E0,1.186600780E1,-2.292324066E0,1.512109613E1
3.183403447E1,-9.300901413E0,1.189472103E1,-2.024327993E0,1.523446945E1
3.183639796E1,-9.501898766E0,1.189711380E1,-1.763510346E0,1.532766667E1
3.183876145E1,-9.889535904E0,1.207657623E1,-1.557727575E0,1.568671824E1
3.184112499E1,-1.022453117E1,1.217468166E1,-1.335195065E0,1.595451839E1
3.184348848E1,-1.083709335E1,1.249771309E1,-1.191625714E0,1.658479414E1
3.184585197E1,-1.141376400E1,1.303849030E1,-1.136590719E0,1.736571554E1
3.184821546E1,-1.123190975E1,1.294277763E1,-1.148554921E0,1.717528655E1
3.185057900E1,-1.065284634E1,1.210528946E1,-1.351944804E0,1.618174659E1
3.185294249E1,-1.006660461E1,1.099741268E1,-1.672582984E0,1.500257138E1
3.185530598E1,-9.542576790E0,9.982855797E0,-1.947757602E0,1.394675379E1
3.185766952E1,-9.164510727E0,8.982656479E0,-2.122433662E0,1.300696348E1
3.186003301E1,-9.068798065E0,8.267202377E0,-2.069791555E0,1.244482907E1
3.186239650E1,-9.432506561E0,8.288737297E0,-1.753939033E0,1.267878733E1
3.186476004E1,-1.026760197E1,9.087940216E0,-1.270588875E0,1.377057383E1
3.186712353E1,-1.158365440E1,1.150229836E1,-8.231309652E-1,1.634507453E1
3.186948702E1,-1.145922756E1,1.325145149E1,-3.038884699E-1,1.752162125E1
3.187185056E1,-1.086820030E1,1.401476192E1,-2.033899277E-1,1.773619737E1
3.187421405E1,-1.022931671E1,1.430429363E1,-2.536391914E-1,1.758738382E1
3.187657754E1,-9.946963310E0,1.466321754E1,-7.537391186E-1,1.773471597E1
3.187894103E1,-9.848857880E0,1.492403507E1,-1.304088354E0,1.792839845E1
3.188130457E1,-1.000439167E1,1.517528152E1,-1.938186288E0,1.827932133E1
3.188366806E1,-9.734002113E0,1.512742519E1,-2.524427891E0,1.816487067E1
3.188603160E1,-9.327222824E0,1.500299835E1,-2.976671457E0,1.791501097E1
3.188839509E1,-8.848658562E0,1.449811268E1,-3.259024382E0,1.729494925E1
3.189075858E1,-8.659625053E0,1.393101311E1,-3.163311481E0,1.670535159E1
3.189312207E1,-8.666803360E0,1.395015621E1,-2.763710260E0,1.665408158E1
3.189548561E1,-8.176275253E0,1.363669586E1,-2.617748022E0,1.611407943E1
3.189784910E1,-7.642675400E0,1.313659668E1,-2.452643156E0,1.539467824E1
3.190021259E1,-7.030112743E0,1.198804188E1,-1.995614052E0,1.403987567E1
3.190257614E1,-6.393621922E0,1.027238750E1,-1.426122308E0,1.218335632E1
3.190493962E1,-6.996613503E0,1.006899738E1,-1.277767301E0,1.232761121E1
3.190730311E1,-7.625925541E0,1.069113159E1,-9.954141974E-1,1.316988552E1
3.190966666E1,-7.771887779E0,1.138504982E1,-6.604190469E-1,1.380064319E1
3.191203015E1,-7.592426300E0,1.197846985E1,-4.498506486E-1,1.418911705E1
3.191439364E1,-7.295716286E0,1.253121185E1,-4.570291340E-1,1.450750227E1
3.191675718E1,-6.881757736E0,1.273699474E1,-6.364908218E-1,1.449119544E1
3.191912067E1,-6.293123722E0,1.271545982E1,-9.978070259E-1,1.422258569E1
3.192148416E1,-5.745167255E0,1.255274773E1,-8.494520187E-1,1.383112400E1
3.192384770E1,-5.359922886E0,1.246182060E1,-8.422735929E-1,1.359173171E1
3.192621119E1,-4.754538536E0,1.231585789E1,-6.532405615E-1,1.321789376E1
3.192857468E1,-4.070191383E0,1.192582798E1,-2.321037948E-1,1.260340046E1
3.193093822E1,-3.572484255E0,1.163151073E1,1.698904037E-1,1.216895840E1
3.193330171E1,-3.110669374E0,1.129172993E1,5.958128572E-1,1.172750705E1
3.193566520E1,-2.952743053E0,1.085862923E1,9.978070259E-1,1.129708542E1
3.193802874E1,-3.206382275E0,1.040399265E1,1.308874011E0,1.096526797E1
3.194039223E1,-3.560520172E0,1.006660461E1,1.378265858E0,1.076631084E1
3.194275572E1,-3.862015724E0,9.645467758E0,1.385444283E0,1.048187338E1
3.194511926E1,-3.938585997E0,9.131011009E0,1.414158225E0,1.004428520E1
3.194748275E1,-3.799802303E0,8.860622406E0,1.356730461E0,9.736007627E0
3.194984624E1,-3.471985579E0,9.315258980E0,1.409372568E0,1.004067053E1
3.195220973E1,-2.823530674E0,9.633503914E0,1.562513232E0,1.015963438E1
3.195457327E1,-2.038684845E0,9.779465675E0,1.251446247E0,1.006778538E1
3.195693676E1,-1.423729420E0,9.865608215E0,1.012163997E0,1.001906717E1
3.195930025E1,-1.217946768E0,9.911071777E0,1.060020447E0,1.004173199E1
3.196166379E1,-1.328016520E0,9.961320877E0,9.355936646E-1,1.009291222E1
3.196402728E1,-1.469193101E0,9.884750366E0,6.436693072E-1,1.001404655E1
3.196639077E1,-1.335195065E0,9.829715729E0,1.459621787E-1,9.921056503E0
3.196875431E1,-1.117448211E0,9.585647583E0,-2.703889608E-1,9.654348258E0
3.197111780E1,-1.055234790E0,9.288937569E0,-3.326023519E-1,9.354598118E0
3.197348129E1,-1.050449133E0,9.308079720E0,-1.459621787E-1,9.368302749E0
3.197584483E1,-1.024128079E0,9.198010445E0,-5.264209956E-2,9.254998955E0
3.197820832E1,-1.033699393E0,9.171689034E0,-4.307080805E-2,9.229857488E0
3.198057181E1,-8.494520187E-1,8.896514893E0,-1.698904037E-1,8.938590980E0
3.198293535E1,-7.728816867E-1,8.968298912E0,-6.723831892E-1,9.026617895E0
3.198529884E1,-1.194018483E0,9.214759827E0,-1.105484009E0,9.357327273E0
3.198766233E1,-1.655833244E0,9.181260109E0,-5.455635786E-1,9.345317573E0
3.199002588E1,-1.983649969E0,9.298508644E0,-2.201396823E-1,9.510288728E0
3.199238936E1,-2.012363911E0,9.410971642E0,-1.866401732E-1,9.625530131E0
3.199475285E1,-2.017149448E0,1.002353382E1,-5.000999570E-1,1.023670954E1
3.199711640E1,-2.005185366E0,1.059302616E1,-1.098305583E0,1.083693899E1
3.199947989E1,-2.115255117E0,1.073420238E1,-1.517049551E0,1.104530871E1
3.200184338E1,-2.471785784E0,1.044227791E1,-1.588834286E0,1.084782408E1
3.200420692E1,-2.352144718E0,1.007139015E1,-1.028913736E0,1.039346659E1
3.200657041E1,-2.053041935E0,9.645467758E0,-7.154539824E-1,9.887461952E0
3.200893390E1,-2.139183521E0,9.446864128E0,-5.072783828E-1,9.699313344E0
3.201129744E1,-2.467000246E0,9.320044518E0,-5.862415433E-1,9.658830114E0
3.201366093E1,-2.734996319E0,9.300901413E0,-9.810572863E-1,9.744200601E0
3.201602442E1,-2.993421078E0,9.226723671E0,-1.129412293E0,9.765683365E0
3.201838796E1,-3.397808075E0,9.399007797E0,-9.619147182E-1,1.004050433E1
3.202075145E1,-3.543770313E0,9.408578873E0,-4.570291340E-1,1.006422079E1
3.202311494E1,-3.488735437E0,9.360722542E0,-5.503492057E-2,9.989866380E0
3.202547848E1,-3.495913982E0,9.226723671E0,2.368894368E-1,9.869648468E0
3.202784197E1,-3.565305710E0,8.965906143E0,7.465606928E-1,9.677614925E0
3.203020546E1,-3.486342669E0,8.992227554E0,1.201196909E0,9.718930785E0
3.203256900E1,-4.091726780E0,9.702896118E0,1.256231904E0,1.060502427E1
3.203493249E1,-4.792823792E0,1.030110168E1,1.306481123E0,1.143637831E1
3.203729598E1,-5.266602516E0,1.069113159E1,1.383051515E0,1.199792600E1
3.203965947E1,-5.572884083E0,1.085145092E1,1.428515077E0,1.228216916E1
3.204202301E1,-5.434100151E0,1.064566803E1,1.495514154E0,1.204559068E1
3.204438650E1,-4.914857864E0,1.025324535E1,1.567298889E0,1.147786103E1
3.204674999E1,-4.460221291E0,1.024367332E1,1.548156261E0,1.127932644E1
3.204911353E1,-4.326223373E0,1.071506023E1,1.261017561E0,1.162406511E1
3.205147702E1,-4.637290478E0,1.129172993E1,8.997012973E-1,1.223997917E1
3.205384051E1,-4.962714195E0,1.163151073E1,6.484549642E-1,1.266258536E1
3.205620405E1,-5.237888813E0,1.170808125E1,6.508477330E-1,1.284282868E1
3.205856754E1,-5.525027275E0,1.158126163E1,7.465606928E-1,1.285336144E1
3.206093103E1,-5.663811207E0,1.118883896E1,8.255237937E-1,1.256783053E1
3.206329457E1,-5.548955917E0,1.091366386E1,7.728816867E-1,1.226769403E1
3.206565806E1,-5.391029358E0,1.070548820E1,7.202396393E-1,1.200788992E1
3.206802155E1,-5.118247509E0,1.051406288E1,6.436693072E-1,1.171137422E1
3.207038509E1,-5.008177757E0,1.038963604E1,4.857429862E-1,1.154393034E1
3.207274858E1,-5.044070244E0,1.023888779E1,4.570291340E-1,1.142306191E1
3.207511207E1,-5.151747227E0,1.007139015E1,5.335994363E-1,1.132511048E1
3.207747561E1,-5.237888813E0,9.901499748E0,5.742774606E-1,1.121628152E1
3.207983910E1,-5.450850010E0,9.726823807E0,3.948157430E-1,1.115700438E1
3.208220259E1,-5.606383324E0,9.320044518E0,3.254238665E-1,1.088120694E1
3.208456614E1,-5.613562107E0,9.075976372E0,6.149554253E-1,1.068941518E1
3.208692962E1,-5.613562107E0,8.829515457E0,1.134197950E0,1.052420200E1
3.208929311E1,-5.359922886E0,8.760123253E0,1.753939033E0,1.041848525E1
3.209165660E1,-5.134997368E0,8.726624489E0,2.199003935E0,1.036136049E1
3.209402015E1,-5.130211830E0,8.513663292E0,2.708675146E0,1.030235202E1
3.209638364E1,-5.166104317E0,8.200202942E0,3.299702406E0,1.023816380E1
3.209874712E1,-5.077569485E0,7.853243828E0,3.809373617E0,1.009784521E1
3.210111067E1,-5.060820103E0,7.436892986E0,4.168296814E0,9.914331835E0
